P03886	MT-ND1
Q5T6L9	ERMARD

	ENOSF1

Q05940	SLC18A2

Q13257	MAD2L1

Q15784	NEUROD2

O75920	SERF1B

	SERF1B

	MAD2L1

	CACNA1F

Q9H6S1	AZI2

	NAIP

Q8IZS6	DYNLT2

Q8NFY4	SEMA6D

	SEMA6D

Q6S5H5	POTEG

Q8WVE6	TMEM171

	MCCC2

Q9UEG4	ZNF629

Q9P265	DIP2B

	BDP1

	QRFPR

Q8IWZ8	SUGP1

	DIP2B

	SMN1

Q16637	SMN1

	POLD3

	OR4N2

Q99741	CDC6

Q96P65	QRFPR

Q8NGD1	OR4N2

	CDC6

P53609	PGGT1B

A6NM36	LRRC30

Q9BRQ5	ORAI3

	ORAI3

O60826	CCDC22

O75920	SERF1A

	SERF1A

Q12893	TMEM115

	GDA

Q6ZSY5	PPP1R3F

Q9Y2T3	GDA

A0MZ66	SHTN1

	PPP1R3F

	PEX1

	FAM120B

P17025	ZNF182

Q96EK7	FAM120B

Q9H2F3	HSD3B7

O00548	DLL1

	DLL1

P11488	GNAT1

Q8NDV2	GPR26

	HSD3B7

	GNAT1

Q15054	POLD3

	ATRNL1

Q9BPW4	APOL4

Q99717	SMAD5

	APOL4

Q08209	PPP3CA

Q7Z407	CSMD3

	SMAD5

	BORCS8-MEF2B

O43242	PSMD3

	CSMD3

	PSMD3

Q5VV63	ATRNL1

P61266	STX1B

	ZNF630

Q2M218	ZNF630

	RASAL3

Q86T96	RNF180

	PROP1

	RNF180

	JAK2

Q12794	HYAL1

Q17RY6	LY6K

	LY6K

P12544	GZMA

	CECR2

Q9BXF3	CECR2

Q8WUY1	THEM6

	THEM6

	HYAL1

Q86YV0	RASAL3

Q8WXS3	BAALC

	PPP3CA

Q8TBK6	ZCCHC10

O60674	JAK2

Q86VE3	SATL1

	ZCCHC10

	SATL1

	STX4

Q9UHD9	UBQLN2

	AKAP13

O43653	PSCA

	PSCA

Q12802	AKAP13

Q15262	PTPRK

Q9H156	SLITRK2

Q9Y4E8	USP15

	USP15

	MEIKIN

	PTPRK

A0A087WXM9	MEIKIN

Q96JG6	VPS50

Q9H5J8	TAF1D

Q13884	SNTB1

	SNTB1

Q86UX6	STK32C

	STK32C

O14668	PRRG1

Q8N1K5	THEMIS

	THEMIS

	PRRG1

	TAF1D

Q93088	BHMT

Q6ZN08	ZNF66

Q969F2	NKD2

	BHMT

	SLC12A7

Q8IWU9	TPH2

Q9UHA4	LAMTOR3

O43300	LRRTM2

	LRRTM2

Q2V2M9	FHOD3

	PRPS2

Q96JP0	FEM1C

P48169	GABRA4

	CCDC59

	UROS

	FHOD3

Q9P031	CCDC59

P11908	PRPS2

Q8WTW4	NPRL2

	SUSD1

	GABRA4

Q12846	STX4

	NPRL2

Q6UWL2	SUSD1

Q9H6X5	C19orf44

	C19orf44

	VPS50

Q9NW82	WDR70

	WDR70

Q96K58	ZNF668

Q9UPY5	SLC7A11

Q6NT55	CYP4F22

	SLC7A11

Q15147	PLCB4

	ZNF668

	PLCB4

O15015	ZNF646

Q8NC69	KCTD6

	ZNF646

	KCTD6

B9EJG8	TMEM150C

Q8TDI8	TMC1

	TMEM150C

Q9UI12	ATP6V1H

	TMC1

A6XGL0	YJEFN3

	VKORC1

Q9Y4W6	AFG3L2

	YJEFN3

	ATP6V1H

	AFG3L2

Q9BQB6	VKORC1

Q96NN9	AIFM3

	AIFM3

P20339	RAB5A

O94868	FCHSD2

	RAB5A

	FCHSD2

Q8N6L7	TMEM252

Q2Y0W8	SLC4A8

	AMOTL1

Q8IY63	AMOTL1

Q8N6Y0	USHBP1

	NSMCE2

	LAMA4

	USHBP1

Q9UKT9	IKZF3

Q9H074	PAIP1

	GARNL3

	PAIP1

P16234	PDGFRA

Q9NXH3	PPP1R14D

Q9BU23	LMF2

	PPP1R14D

I1YAP6	TRIM77

Q9NZP6	NPAP1

	PDGFRA

Q96MF7	NSMCE2

	TRIM77

Q8WV41	SNX33

Q9Y5B0	CTDP1

	SNX33

P10746	UROS

	PENK

P01210	PENK

Q99935	OPRPN

Q16363	LAMA4

Q86VF5	MOGAT3

	IKZF3

Q9Y6X0	SETBP1

Q9C0D2	CEP295

	CEP295

	SETBP1

Q5VVW2	GARNL3

Q5JNZ3	ZNF311

O14874	BCKDK

Q5JQF7	LINC01556

Q9UIG5	PSORS1C1

P46100	ATRX

	PSORS1C1

	ATRX

	BCKDK

O76001	OR2J3

Q9Y343	SNX24

P42685	FRK

	C10orf120

Q5SQS8	C10orf120

Q96QC0	PPP1R10

	SNX24

Q9NU63	ZFP57

Q8IWX8	CHERP

Q96P56	CATSPER2

	CHERP

Q5SRR4	LY6G5C

	CATSPER2

	LY6G5C

P01282	VIP

	VIP

P0DMV8	HSPA1A

	HSPA1A

	KAT8

Q9ULC0	EMCN

P34931	HSPA1L

	ZNF714

Q9NU02	ANKEF1

	GPSM3

Q9H7E9	C8orf33

Q9Y4H4	GPSM3

	FBXW5

Q9Y3N9	OR2W1

	EMCN

Q8NBQ7	AQP11

Q9Y333	LSM2

P58182	OR12D2

Q9UGF6	OR5V1

Q9NW15	ANO10

Q8WTU0	DDI1

Q99946	PRRT1

	PRRT1

	PGAP3

Q969U6	FBXW5

	LY6G6E

Q9BR26	OCSTAMP

Q6ZQN7	SLCO4C1

	ANO10

Q9Y676	MRPS18B

	MRPS18B

Q86VP6	CAND1

Q9H633	RPP21

	CAND1

	RPP21

P07360	C8G

Q9UIG4	PSORS1C2

P14679	TYR

	C8G

	TRIM39

Q6IBW4	NCAPH2

Q9HCM9	TRIM39

Q96FM1	PGAP3

Q5VZM2	RRAGB

	C8orf33

	RRAGB

Q92187	ST8SIA4

Q8N1C3	GABRG1

	NCAPH2

Q9H7Z6	KAT8

	ST8SIA4

	CILP2

P0CB38	PABPC4L

	DDAH2

O95865	DDAH2

Q6JVE5	LCN12

Q8IUL8	CILP2

Q9Y3B3	TMED7

	TMED7

Q03518	TAP1

Q99944	EGFL8

P59773	MINAR2

	EGFL8

Q86XK7	VSIG1

	VSIG1

Q29980	MICB

	MICB

Q3KNW5	SLC10A6

	PBX4

P36915	GNL1

	GNL1

	WIPF2

Q96NJ5	KLHL32

	KLHL32

O43684	BUB3

	LCN12

O43819	SCO2

Q14676	MDC1

	BUB3

	INTU

	MDC1

P22894	MMP8

	SCO2

Q9BYU1	PBX4

Q9GZK7	OR11A1

Q16651	PRSS8

	PTGDS

	MMP8

	PPT2

	PRSS8

Q9UGF5	OR14J1

Q3SY69	ALDH1L2

Q9UMR5	PPT2

	ALDH1L2

P41732	TSPAN7

Q06643	LTB

P41222	PTGDS

Q5SQ64	LY6G6F

	TYMP

Q9H8K7	C10orf88

P46379	BAG6

	PPP1R11

O60927	PPP1R11

P0C7Q2	ARMS2

	BAG6

Q9ULD6	INTU

Q6ZST4	LCNL1

	PSMB9

	TSPAN7

P28065	PSMB9

Q96HA8	NTAQ1

	GABBR1

Q9UBS5	GABBR1

	TPO

Q9BUH6	PAXX

Q8TF74	WIPF2

P21953	BCKDHB

	OR12D3

P01375	TNF

	OXSR1

	NTAQ1

P49754	VPS41

O15205	UBD

P27918	CFP

	VPS41

O00299	CLIC1

P28702	RXRB

O95747	OXSR1

O95833	CLIC3

	CFP

O60749	SNX2

Q8WWT9	SLC13A3

	RXRB

Q8NE71	ABCF1

Q6UUV9	CRTC1

	ABCF1

	SNX2

Q5K4E3	PRSS36

	CRTC1

	LTA

Q5SRN2	TSBP1

Q11130	FUT7

	TSBP1

Q9H2S6	TNMD

O95866	MPIG6B

	PRSS36

	SLC13A3

	ZNF257

P25440	BRD2

	BRD2

Q6ZNI0	GCNT7

Q9Y2Q1	ZNF257

Q9ULZ3	PYCARD

Q9P2G1	ANKIB1

	ANKIB1

	PYCARD

Q9UK00	C3orf18

Q99943	AGPAT1

A6NN14	ZNF729

Q9NQX5	NPDC1

	NPDC1

Q9Y5N1	HRH3

Q9P1U0	POLR1H

O76002	OR2J2

Q9P255	ZNF492

	TNXB

Q8N474	SFRP1

P79522	PRR3

	SFRP1

	C3orf18

	HRH3

	HLA-DPB1

O43572	AKAP10

Q8N1A6	C4orf33

	AKAP10

	C4orf33

P26640	VARS1

O75896	TUSC2

	VARS1

	TUSC2

	TCF19

P48307	TFPI2

Q9Y5L3	ENTPD2

	TFPI2

Q16653	MOG

Q3B7T1	EDRF1

	MOG

Q53HC5	KLHL26

	HLA-DMB

	KLHL26

P28068	HLA-DMB

Q6P9F5	TRIM40

	HLA-G

P17693	HLA-G

	EDRF1

	HLA-A

P19971	TYMP

	DHX16

O60231	DHX16

Q6ZRI8	ARHGAP36

Q86UD0	SAPCD2

Q8NDX9	LY6G5B

Q8WU08	STK32A

	HLA-DRB1

Q96D03	DDIT4L

	DDIT4L

	IER3

	STK32A

P46695	IER3

	ARHGAP36

Q9H306	MMP27

P20036	HLA-DPA1

	HLA-DPA1

Q5SQH8	C6orf136

	C6orf136

	LY6G6C

O95867	LY6G6C

Q9H2S5	RNF39

Q96K37	SLC35E1

Q3KQV9	UAP1L1

	SLC35E1

	UAP1L1

	EHMT2

Q8N6K7	SAMD3

Q96KQ7	EHMT2

	KLHDC7B

P23470	PTPRG

Q9BYV6	TRIM55

	RALGAPA2

Q9GZY0	NXF2

Q96G42	KLHDC7B

A6NLX4	TMEM210

A1L190	SYCE3

	MUC21

	SAMD3

	TMEM210

Q2PPJ7	RALGAPA2

O75955	FLOT1

	FLOT1

P0CG34	TMSB15A

	ARHGAP42

P06850	CRH

	HLA-F

A6NI28	ARHGAP42

P07202	TPO

O14931	NCR3

P30511	HLA-F

Q96RU8	TRIB1

	NCR3

	HLA-DQB1

O95918	OR2H2

	SCLT1

Q6UXA7	C6orf15

	MUCL3

	TRIB1

Q15109	AGER

	VARS2

	AGER

Q9UJX6	ANAPC2

Q96NL6	SCLT1

Q92819	HAS2

	HLA-DQA1

	HLA-DOB

Q5VWI1	TCERG1L

P13765	HLA-DOB

Q9C0D7	ZC3H12C

	ZC3H12C

O43805	SSNA1

	SSNA1

A8MWY0	ELAPOR2

	UBD

	ELAPOR2

	TPRN

	DDX39B

Q13838	DDX39B

O95872	GPANK1

P51813	BMX

Q9NX61	TMEM161A

	GPANK1

Q4KMQ1	TPRN

Q17R60	IMPG1

Q969S6	TMEM203

	IMPG1

P0DH78	RNF224

O95398	RAPGEF3

	ATAD2

Q9UK23	NAGPA

Q92772	CDKL2

	ABHD16A

Q99941	ATF6B

	CDKL2

Q93098	WNT8B

	ATF6B

	CTNNA1

O95870	ABHD16A

Q96MN9	ZNF488

	SLC34A3

Q03519	TAP2

Q8N130	SLC34A3

Q92922	SMARCC1

	TAP2

	MTRF1L

	CSNK2B

Q9UGC7	MTRF1L

P67870	CSNK2B

	PPP1R9A

	NAGPA

	TMEM161A

	NEU1

Q99519	NEU1

Q8WVT3	TRAPPC12

Q9C019	TRIM15

P0C7W6	CCDC172

	HLA-DMA

	TRIM15

P28067	HLA-DMA

P68371	TUBB4B

	SMARCC1

Q99081	TCF12

O77932	DXO

	RAPGEF3

O43665	RGS10

Q13075	NAIP

Q9Y282	ERGIC3

	MSH5

O43196	MSH5

Q6J272	FAM166A

Q96KK4	OR10C1

	FAM166A

	OR10C1

P01374	LTA

Q16594	TAF9

	TCF12

	TAF9

Q9BXY4	RSPO3

Q9UD71	PPP1R1B

	AP1S2

Q6PL18	ATAD2

P56377	AP1S2

Q8N264	ARHGAP24

Q92523	CPT1B

	PPP1R1B

O95873	C6orf47

	ERGIC3

Q9UJC5	SH3BGRL2

Q8WX92	NELFB

Q9NXH8	TOR4A

	ARHGAP24

O75943	RAD17

	CNTN4

	RAD17

Q9BV57	ADI1

Q7Z6K4	NRARP

P56975	NRG3

Q96G04	EEF2KMT

	NRG3

	CPT1B

P35410	MAS1L

	EEF2KMT

Q9UBZ4	APEX2

P06340	HLA-DOA

	CDK7

Q92506	HSD17B8

Q9BUV8	RAB5IF

P50613	CDK7

	HLA-DOA

Q5SQQ9	VAX1

Q8N144	GJD3

P0DMV9	HSPA1B

	HSPA1B

Q96KN9	GJD4

	HLA-DRA

O95868	LY6G6D

	LY6G6D

	CHKB-CPT1B

Q9UIM3	FKBPL

P05538	HLA-DQB2

	HLA-DQB2

Q5TH69	ARFGEF3

P01906	HLA-DQA2

	HLA-DQA2

P13747	HLA-E

	GTF2H2C_2

Q9BZY9	TRIM31

Q6P1K8	GTF2H2C_2

	NRM

Q8IXM6	NRM

Q9BTY2	FUCA2

	FUCA2

P47944	MT4

Q8N4S9	MARVELD2

	MARVELD2

P48145	NPBWR1

O15209	ZBTB22

	ZBTB22

P02795	MT2A

Q6NXE6	ARMC6

A6H8Y1	BDP1

Q13404	UBE2V1

	MT2A

Q8IWV2	CNTN4

P79483	HLA-DRB3

	CYP21A2

Q9NRA2	SLC17A5

P35221	CTNNA1

P22557	ALAS2

	OCLN

	ARMC6

P08686	CYP21A2

P04732	MT1E

	C2

Q9Y330	ZBTB12

	MT1E

P06681	C2

Q02763	TEK

	ALAS2

Q8N339	MT1M

	MT1M

Q92504	SLC39A7

	VWA7

	SLC39A7

	CCDC125

	UBE2V1

Q86Z20	CCDC125

P04731	MT1A

	LY6G6F-LY6G6D

O96024	B3GALT4

	SNHG32

	TEK

Q9ULJ8	PPP1R9A

Q5SQI0	ATAT1

Q12891	HYAL2

Q9Y3D8	AK6

Q5JRK9	PAGE2B

	AK6

Q9Y259	CHKB

Q8NEB5	PLPP5

	PAGE2B

P07438	MT1B

	MT1B

Q7Z2X7	PAGE2

P48634	PRRC2A

P04733	MT1F

	PAGE2

	NOTCH4

	MT1F

Q96IG2	FBXL20

	PLPP5

	HYAL2

	MT1X

P82909	MRPS36

	VPS52

	ZNF462

	MRPS36

P80297	MT1X

Q06587	RING1

Q6NYC8	PPP1R18

	FBXL20

P07437	TUBB

	TUBB

P57740	NUP107

Q9NY99	SNTG2

O94988	FAM13A

Q7Z6I5	SPATA12

Q92759	GTF2H4

	GTF2H4

Q9BRT3	MIEN1

	MIEN1

Q9H8G1	ZNF430

Q13387	MAPK8IP2

Q9UDY6	TRIM10

O15212	PFDN6

	NUP107

	ABHD5

	CRYM

Q96JM2	ZNF462

	PFDN6

Q9UEY8	ADD3

	TAPBP

O15533	TAPBP

	ARSA

	RNASEH1

Q15166	PON3

P59942	MCCD1

	PON3

P18615	NELFE

Q14894	CRYM

	NELFE

	ZNF91

Q92558	WASF1

Q05481	ZNF91

	SAPCD1

	WASF1

	FAM13A

Q5SSQ6	SAPCD1

Q9GZK4	OR2H1

O60930	RNASEH1

Q96RF0	SNX18

P62269	RPS18

Q9Y614	ACTL7B

Q8WTS1	ABHD5

	RPS18

Q9Y615	ACTL7A

	IGSF6

	SOAT2

O00453	LST1

	LST1

	APOM

O95445	APOM

P05121	SERPINE1

Q9UKT4	FBXO5

O15211	RGL2

	RGL2

	CFB

Q8WUA2	PPIL4

	PPIL4

Q08345	DDR1

Q96B42	TMEM18

	DDR1

	ADAM33

	TMEM18

Q9NWX6	THG1L

O75908	SOAT2

Q9BZ11	ADAM33

	THG1L

P27169	PON1

Q8N436	CPXM2

	DAPP1

Q9UGF7	OR12D3

	PON1

Q6UW10	SFTA2

Q9UN19	DAPP1

	CPXM2

	UQCRC2

Q9UHJ3	SFMBT1

Q9P2E7	PCDH10

Q9BRX2	PELO

Q8N1B4	VPS52

	SFMBT1

Q5ST30	VARS2

Q16828	DUSP6

	GPR158

A0A1B0GTH6	CSNKA2IP

	DUSP6

Q5T848	GPR158

Q08477	CYP4F3

Q15477	SKIC2

P15289	ARSA

	CCHCR1

	CYP4F3

	MPIG6B

Q8TD31	CCHCR1

P31645	SLC6A4

	SKIC2

	SLC6A4

P49842	STK19

	FLNA

Q8N6Q8	METTL25

P62081	RPS7

Q9UIR0	BTNL2

	STK19

	RPS7

Q9NPH5	NOX4

	TMEM191C

	METTL25

P40425	PBX2

P00751	CFB

A6NGB0	TMEM191C

	MMS19

A6NI15	MSGN1

P22695	UQCRC2

P55008	AIF1

	AIF1

	COL11A2

Q9BZ95	NSD3

	HERC3

	NOX4

P41970	ELK3

	ELK3

Q53GD3	SLC44A4

Q16644	MAPKAPK3

	HLA-B

Q68DK7	MSL1

	SLC44A4

	NSD3

	MAPKAPK3

	MSL1

	SBK1

O95670	ATP6V1G2

Q52WX2	SBK1

	VGLL3

	LY6G5B

	ZNF675

	TRIM31

O95755	RAB36

Q9ULK6	RNF150

Q8TD23	ZNF675

	ANO4

	RAB36

P07305	H1-0

	CLDN5

	RNF150

O00501	CLDN5

A8MV65	VGLL3

Q9H2X9	SLC12A5

	SLC12A5

O00212	RHOD

	RHOD

F5H4B4	FAM227A

	FAM227A

	RARA

Q14964	RAB39A

Q9UBC1	NFKBIL1

Q9BZW4	TM6SF2

	NFKBIL1

Q04446	GBE1

Q8NEV9	IL27

	IL27

	GBE1

Q15517	CDSN

	CCN4

Q29983	MICA

A6NJZ7	RIMBP3C

	MICA

O95388	CCN4

O95567	C22orf31

Q9UER7	DAXX

	SUGP2

Q5TFG8	ZC2HC1B

	DAXX

	HLA-C

	GINM1

	TRIM40

Q9NU53	GINM1

Q5TGI4	SAMD5

Q99942	RNF5

Q9NPA0	EMC7

Q96ES7	SGF29

	SAMD5

	EMC7

	SGF29

O15213	WDR46

Q96AA8	JAKMIP2

	WDR46

Q9Y3S2	ZNF330

Q96DM1	PGBD4

	ZNF330

	PPP1R18

Q01860	POU5F1

P0C0L5	C4B

P20618	PSMB1

P49593	PPM1F

	PPM1F

Q8TD20	SLC2A12

Q6ZUX7	LHFPL2

	C4B

Q9BZM6	ULBP1

P14210	HGF

A7XYQ1	SOBP

P15538	CYP11B1

	SOBP

P28062	PSMB8

	CYP11B1

	PSMB8

Q8IX01	SUGP2

P01920	HLA-DQB1

Q96SB8	SMC6

	HGF

Q9H079	KATNBL1

P13942	COL11A2

P49411	TUFM

	KATNBL1

	TUFM

	RRBP1

	SMC6

Q8IZD9	DOCK3

O94804	STK10

Q15034	HERC3

	STK10

Q8NHG8	ZNRF2

Q96T76	MMS19

P10276	RARA

Q6NXR4	TTI2

	TTI2

	SFTA2

Q96KN4	LRATD1

	HLA-DRB4

Q6ZV73	FGD6

	FGD6

	MSH5-SAPCD1

Q5J8M3	EMC4

Q9H0N5	PCBD2

Q9NVC6	MED17

	PCBD2

Q9H5N1	RABEP2

	MED17

P32248	CCR7

	CCR7

	EMC4

Q5BKY9	FAM133B

	RABEP2

	PNMT

A2RRH5	WDR27

	FAM133B

	WDR27

P11086	PNMT

	GPX5

	GPX6

Q9Y2L6	FRMD4B

Q9P2E9	RRBP1

O60507	TPST1

	TPST1

	FRMD4B

Q96QA5	GSDMA

O75879	GATB

	GSDMA

Q6MZM0	HEPHL1

	ABHD2

A8MXK1	VSTM5

	VSTM5

O95985	TOP3B

Q02080	MEF2B

	TOP3B

Q8IZN3	ZDHHC14

	GATB

	SGK2

O43150	ASAP2

Q13946	PDE7A

Q8N138	ORMDL3

	ASAP2

P21333	FLNA

	MEF2B

Q9C0I1	MTMR12

	ORMDL3

	ZDHHC14

P08910	ABHD2

	PDE7A

P15391	CD19

P0CI25	TRIM49

	TRIM49

	MTMR12

G9CGD6	

	ZNF431

Q8TF32	ZNF431

P57729	RAB38

O95665	NTSR2

	RAB38

Q8IZW8	TNS4

A0A075B6H9	IGLV4-69

	TNS4

	ELP1

A0A075B6I4	IGLV10-54

O95163	ELP1

P12271	RLBP1

	RLBP1

Q07617	SPAG1

A0A075B6I0	IGLV8-61

Q9HBJ8	CLTRN

A6NNW6	ENO4

P22466	GAL

	CLTRN

A0A075B6I1	IGLV4-60

	TNF

	ENO4

P01721	IGLV6-57

Q9NQ92	COPRS

A0A075B6I3	IGLV11-55

	COPRS

Q9NP56	PDE7B

Q9HBY8	SGK2

	VPREB1

	PDE7B

P12018	VPREB1

	SPNS1

A6NK75	ZNF98

	ZNF98

Q8NBF2	NHLRC2

Q14195	DPYSL3

	ZFP57

A0A0A0MRZ9	IGLV5-52

P17019	ZNF708

Q16853	AOC3

P01701	IGLV1-51

	AOC3

A0A075B6I6	IGLV1-50

	DPYSL3

	ZNF708

Q04743	EMX2

A0A0B4J1Y8	IGLV9-49

Q8IXU6	SLC35F2

	EMX2

A0A075B6I7	IGLV5-48

P08243	ASNS

P01700	IGLV1-47

	C4A

	ASNS

	SLC35F2

A0A075B6I9	IGLV7-46

	RPL10

A0A087WSX0	IGLV5-45

	RTKN2

P27635	RPL10

P35575	G6PC1

P83369	LSM11

Q93045	STMN2

Q9NRJ4	TULP4

Q8IZC4	RTKN2

A8MZ26	EFCAB9

	G6PC1

	STMN2

	ZNF730

	TULP4

H3BQJ8	LY6L

Q6ZMV8	ZNF730

	CCDC157

O94772	LY6H

	MYBPC1

	SMC1A

Q14683	SMC1A

Q569K6	CCDC157

Q86TG7	PEG10

	LY6E

Q86UW8	HAPLN4

Q16553	LY6E

Q8TBY0	RBM46

	PEG10

	HLA-DRB3

	RBM46

Q9H8E8	KAT14

	KAT14

	ODF3B

Q969Z4	RELT

A8MYP8	ODF3B

Q9NX38	ABITRAM

	RELT

	ABITRAM

P0DKX0	ZNF728

	ZNF728

Q969S2	NEIL2

B8ZZ34	SHISA8

Q96PE5	OPALIN

	SHISA8

P57730	CARD18

P40939	HADHA

	CARD18

	HADHA

Q08188	TGM3

Q5GH77	XKR3

	HSPA1L

Q9UBT7	CTNNAL1

	OPALIN

	CTNNAL1

Q9HDC5	JPH1

Q6NUQ1	RINT1

Q8WUB8	PHF10

O95932	TGM6

	JPH1

Q15040	JOSD1

P83859	QRFP

Q63HK5	TSHZ3

	RINT1

	TSHZ3

	JOSD1

Q9UHB7	AFF4

Q9H2V7	SPNS1

P08235	NR3C2

	PHF10

P31213	SRD5A2

Q8N539	FIBCD1

	FIBCD1

Q8TAX0	OSR1

Q9BRP1	PDCD2L

	AFF4

Q9H4Y5	GSTO2

	PDCD2L

	TTC32

Q9H4Q4	PRDM12

	PRDM12

Q5I0X7	TTC32

O75365	PTP4A3

Q5T953	IER5L

	AIG1

Q99678	GPR20

P14678	SNRPB

Q9NVV5	AIG1

Q86UB9	TMEM135

Q9BR01	SULT4A1

	SNRPB

	SULT4A1

	TMEM135

Q9BRH9	ZNF251

	ZNF251

Q08830	FGL1

Q969M3	YIPF5

	CHST8

Q9H2A9	CHST8

Q5TZJ5	SPATA31A1

Q7Z6Z6	PNPLA5

	YIPF5

Q14849	STARD3

	PNPLA5

P0DPD5	ZNF723

Q8NFD4	

P16150	SPN

	SPN

O75449	KATNA1

Q9ULU8	CADPS

	CADPS

Q9NQX0	PRDM6

	PRDM6

	KATNA1

Q9BY10	SLC46A2

P04440	HLA-DPB1

	SLC46A2

Q9C0I9	LRRC27

Q92581	SLC9A6

	STARD3

	SLC9A6

Q9UJT0	TUBE1

Q9Y210	TRPC6

O15432	SLC31A2

	TRPC6

	SLC31A2

Q8NGR3	OR1K1

	PRDM16

P35579	MYH9

	TMEM144

	KBTBD8

	TUBE1

Q8NFY9	KBTBD8

Q6NUJ5	PWWP2B

Q8NEF3	CCDC112

P81534	DEFB103B

Q9HAZ2	PRDM16

Q96GA3	LTV1

Q9Y2G0	EFR3B

	MYH9

	CCDC112

Q9Y334	VWA7

Q14123	PDE1C

Q99466	NOTCH4

Q9UL54	TAOK2

	EFR3B

P22692	IGFBP4

	GSDMC

Q7Z5S9	TMEM144

	PDE1C

A5PKW4	PSD

Q96D21	RASD2

Q6UXZ0	TMIGD1

	PSD

	GREB1

O60683	PEX10

Q9HBD1	RC3H2

	MB

	PEX10

	PDZRN3

Q9BW71	HIRIP3

Q4ZHG4	FNDC1

	RC3H2

Q9H467	CUEDC2

	FNDC1

Q3MIW9	MUCL3

P02144	MB

	C10orf95

Q86UG4	SLCO6A1

	SLCO6A1

Q9UPQ7	PDZRN3

Q15916	ZBTB6

Q86X10	RALGAPB

Q9HCK0	ZBTB26

Q14CX5	MFSD13A

	MFSD13A

Q9BWW8	APOL6

	RALGAPB

Q9BWW9	APOL5

O75381	PEX14

	PEX14

Q9Y2K7	KDM2A

Q8WV93	AFG1L

	AFG1L

P36551	CPOX

	ACTR1A

	CPOX

Q9H598	SLC32A1

Q16589	CCNG2

P61163	ACTR1A

Q99965	ADAM2

	ADAM2

	CCNG2

Q14457	BECN1

Q7Z6L1	TECPR1

	OR12D2

Q9BQE5	APOL2

Q9Y3P9	RABGAP1

Q9H9F9	ACTR5

	ADAM9

P57764	GSDMD

	GSDMD

	BECN1

	APOL2

	EFCAB8

A8MWE9	EFCAB8

Q86WN1	FCHSD1

	ADAM32

Q4ZG55	GREB1

	PLCH2

Q7Z6J8	UBE3D

	STK26

O95990	FAM107A

Q8TC27	ADAM32

	ZC3H3

	PYCR3

Q53H96	PYCR3

	TECPR1

	CNBD2

	INO80E

	PLAU

	FCHSD1

	UBE3D

Q9P289	STK26

Q8NBZ0	INO80E

P0DN82	OR12D1

	RABGAP1

Q6P2P2	PRMT9

B5MCN3	SEC14L6

	SEC14L6

	KDM2A

	PRMT9

	EEF1D

P29692	EEF1D

Q6ICI0	LHFPL7

Q7Z6K1	THAP5

	LHFPL7

	RAP2C

Q8N815	CNTD1

O00631	SLN

	CNTD1

Q9Y3L5	RAP2C

