Entry	PROSITE
O60907	PS50896;PS00678;PS50082;PS50294;
O60909	
O60911	PS00640;PS00139;PS00639;
O60921	
O60927	
O60928	
O60930	PS50879;
O60931	
O60934	PS50006;
O60936	PS50209;
O60938	PS51450;
O60939	PS50835;
O60941	PS01357;PS50135;
O60942	PS00383;PS50056;PS50054;
O75015	PS50835;
O75019	PS50835;
O75022	PS50835;
O75023	PS50835;
O75027	PS50929;PS00211;PS50893;
O75030	PS50888;
O75031	
O75037	PS00411;PS50067;PS00678;PS50082;PS50294;
O75038	PS50004;PS00018;PS50222;PS50003;PS50007;PS50008;
O75044	PS51741;PS50238;PS50002;
O75051	PS51004;
O75052	PS01179;
O75054	PS50835;
O75056	PS00964;
O75061	PS51182;PS50076;PS51181;
O75063	
O75069	
O75072	
O75074	PS01180;PS01209;PS50068;
O75077	PS50215;PS50214;PS00022;PS50026;
O75078	PS50215;PS00427;PS50214;PS00022;PS50026;
O75081	PS51119;PS01360;PS50865;
O75083	PS00678;PS50082;PS50294;
O75084	PS50038;PS50261;
O75093	PS01185;PS01225;PS00022;PS01186;PS50026;PS01187;PS50025;PS51450;
O75094	PS01185;PS01225;PS00022;PS01186;PS50026;PS01187;PS50025;PS51450;
O75096	PS00010;PS01186;PS01187;PS01209;PS50068;PS51120;
O75106	PS01164;PS01165;
O75110	PS00154;
O75112	PS00478;PS50023;PS50106;
O75113	
O75116	PS51285;PS50003;PS00107;PS50011;PS00108;PS51860;PS51859;PS50081;
O75121	PS50835;
O75122	
O75127	PS51375;
O75128	PS51082;
O75129	
O75131	PS50004;
O75132	PS50808;
O75140	PS50186;
O75143	
O75144	PS50835;
O75145	PS50105;
O75146	PS50942;PS50945;
O75147	PS50853;PS50835;
O75150	PS00518;PS50089;
O75151	PS51184;PS01359;PS50016;
O75152	PS50103;
O75154	PS50222;PS51511;
O75155	
O75159	PS50001;PS50225;
O75161	
O75164	PS51805;PS51184;PS51183;
O75165	PS50076;
O75167	PS51073;
O75170	
O75173	PS50215;PS50092;PS00142;
O75175	
O75177	
O75179	PS50297;PS50088;PS50084;
O75182	PS51477;
O75185	PS00154;
O75190	PS00636;PS50076;
O75191	
O75192	
O75197	PS01209;PS50068;PS51120;
O75204	
O75208	
O75223	
O75251	PS01150;
O75293	
O75298	PS50845;
O75306	PS00535;
O75309	PS00232;PS50268;
O75311	PS00236;
O75312	
O75317	PS00972;PS00973;PS50235;
O75319	PS00383;PS50056;PS50054;
O75323	
O75324	
O75326	PS50835;PS51004;
O75330	
O75334	PS50105;
O75339	PS50835;PS50092;
O75340	PS00018;PS50222;
O75342	PS00711;PS00081;PS51393;PS50095;
O75343	PS00452;PS50125;
O75344	PS50059;PS50293;
O75347	
O75348	
O75351	PS00674;
O75354	PS01238;
O75355	PS01238;
O75356	PS01238;
O75360	PS00027;PS50071;
O75362	PS00028;PS50157;
O75364	PS00027;PS50071;PS50803;
O75365	PS50056;PS50054;
O75366	PS51089;
O75367	PS51154;
O75368	
O75369	PS00019;PS00020;PS50021;PS50194;
O75376	PS51293;
O75379	PS00417;PS50892;
O75381	
O75382	PS50194;PS51125;PS50119;PS00518;PS50089;
O75385	PS00107;PS50011;PS00108;
O75386	PS01200;PS01201;
O75387	
O75390	PS00480;
O75396	PS50859;PS50892;
O75398	PS50864;PS01360;PS50865;
O75400	PS51676;PS01159;PS50020;
O75409	
O75410	
O75414	PS00469;
O75417	PS00447;PS51192;PS51194;
O75419	
O75420	PS50829;
O75425	PS50202;
O75427	PS50021;PS51450;
O75431	
O75436	
O75438	
O75439	PS00143;
O75443	PS51220;PS51233;PS00682;PS51034;
O75444	PS50217;
O75445	PS00022;PS01248;PS50027;PS50853;PS50025;PS51117;
O75446	
O75448	
O75449	PS00674;
O75452	PS00061;
O75460	PS51392;PS50011;PS00108;
O75461	
O75462	PS50853;
O75469	PS51843;PS00031;PS51030;
O75473	PS50262;PS51450;
O75475	PS50812;
O75477	
O75478	PS51293;PS50934;PS50135;
O75486	
O75487	PS01207;
O75489	PS00542;
O75494	PS50102;
O75496	
O75503	
O75506	
O75508	PS01346;
O75509	PS50017;PS00652;PS50050;
O75521	PS00880;PS51228;
O75525	
O75528	
O75529	PS00678;PS50082;PS50294;
O75530	PS00678;PS50082;PS50294;
O75531	
O75533	
O75534	PS00352;PS51857;PS51938;
O75553	PS01179;
O75554	PS01159;PS50020;PS50171;
O75556	PS51311;
O75558	PS00914;PS50192;
O75563	PS50003;PS50002;
O75564	PS51253;PS50960;
O75569	PS50137;
O75570	PS00745;
O75575	
O75578	PS51470;PS50234;
O75581	PS01186;PS01209;PS50068;PS51120;
O75582	PS51285;PS00107;PS50011;PS00108;
O75586	
O75592	PS51284;PS50194;PS00626;PS50012;PS50089;
O75593	PS00658;PS50039;
O75594	
O75600	PS00599;
O75602	
O75603	PS50807;
O75604	PS00972;PS00973;PS50235;
O75607	
O75608	
O75610	PS00250;PS51362;
O75616	PS51713;
O75618	PS50168;
O75626	PS50280;PS00028;PS50157;
O75628	PS51421;
O75629	
O75631	
O75636	PS00514;PS51406;
O75638	
O75643	PS51192;PS51194;
O75648	
O75663	
O75665	PS50896;
O75674	PS50909;PS50179;
O75676	PS51285;PS00107;PS50011;PS00108;
O75677	PS50188;PS50089;
O75679	PS50188;PS50089;
O75688	PS01032;PS51746;
O75689	PS50115;PS50003;
O75691	
O75694	
O75695	PS51329;
O75712	PS00407;PS00408;
O75716	PS50011;PS00108;
O75717	PS50118;PS00678;PS50082;PS50294;
O75718	
O75746	PS00018;PS50222;PS50920;
O75747	PS50004;PS51547;PS00915;PS00916;PS50290;PS51546;PS51545;PS50195;
O75751	PS50850;PS00216;
O75752	
O75762	PS50297;PS50088;
O75771	PS50162;
O75781	
O75783	
O75787	
O75791	PS50001;PS50002;
O75792	PS51975;
O75795	PS00375;
O75800	PS01360;PS50865;
O75807	
O75808	PS50203;PS00139;PS01358;PS50199;
O75815	PS50009;PS50001;
O75817	
O75818	
O75821	PS50102;
O75822	
O75828	PS00061;
O75829	PS50869;
O75832	PS50297;PS50088;
O75838	PS00018;PS50222;
O75840	PS00028;PS50157;
O75841	
O75843	PS50180;
O75844	
O75845	
O75864	PS51450;
O75865	
O75871	PS50835;
O75874	PS00470;
O75879	PS01234;
O75880	
O75881	
O75882	PS50041;PS01180;PS00022;PS01186;PS50026;PS01248;PS50027;
O75884	
O75886	PS50002;PS50330;PS50179;
O75888	PS00251;PS50049;
O75891	PS00070;PS00687;PS50075;PS00373;
O75896	
O75897	
O75899	PS00981;PS50259;
O75900	PS50835;PS51670;PS00142;
O75907	
O75908	
O75909	
O75911	
O75912	PS50297;PS50088;PS50146;
O75914	PS50108;PS00107;PS50011;PS00108;
O75915	
O75916	PS50186;PS50132;
O75920	
O75923	PS50004;
O75925	PS51466;PS50800;PS51044;
O75928	PS51466;PS50800;PS51044;
O75934	
O75935	
O75936	
O75937	PS50076;
O75940	PS50304;
O75943	
O75951	PS00128;PS51348;
O75952	
O75955	
O75956	
O75962	PS50191;PS50010;PS50835;PS50003;PS50011;PS00108;PS50002;
O75969	
O75970	PS51022;PS50106;
O75971	
O75976	PS00132;PS00133;
O75995	PS50105;PS50002;
O76003	PS51354;PS51352;
O76011	PS00226;PS51842;
O76013	PS00226;PS51842;
O76014	PS00226;PS51842;
O76015	PS00226;PS51842;
O76021	
O76024	
O76027	PS00223;PS51897;
O76031	PS51902;
O76036	
O76039	PS00107;PS50011;PS00108;
O76041	PS51216;PS50002;
O76050	PS51065;PS50089;
O76054	PS50191;PS50866;
O76061	
O76062	PS01017;PS01018;
O76064	PS50006;PS00518;PS50089;
O76070	
O76071	PS00678;PS50082;PS50294;
O76074	PS00126;PS51845;
O76075	PS51135;
O76076	PS00222;PS51323;PS50092;PS01208;PS50184;
O76080	PS51036;PS51039;
O76081	PS50132;
O76082	PS50850;PS00216;
O76083	PS00126;PS51845;
O76090	
O76093	PS00247;
O76094	PS50005;PS50293;
O76095	
O76096	
O77932	
O94759	PS51462;
O94760	
O94761	PS51192;PS51194;
O94762	PS00690;PS51192;PS51194;
O94763	
O94766	
O94768	PS00107;PS50011;PS00108;
O94769	PS51450;PS01208;PS50184;
O94776	PS51038;PS51156;PS51293;
O94777	
O94778	PS00221;
O94779	PS50853;PS50835;
O94782	PS00972;PS00973;PS50235;
O94788	PS00070;PS00687;
O94804	PS00107;PS50011;PS00108;
O94805	PS00432;
O94806	PS50003;PS00107;PS50011;PS00108;PS00479;PS50081;
O94808	PS51278;PS51464;
O94810	PS50186;PS50132;
O94811	
O94812	PS50004;PS51258;PS51259;
O94813	PS00010;PS01185;PS01225;PS00022;PS01186;PS50026;PS01187;PS50025;PS51450;
O94817	
O94818	
O94822	PS50089;
O94823	PS00154;
O94826	PS50005;PS50293;
O94827	PS50010;PS50003;
O94829	PS50166;
O94830	PS51043;PS50918;
O94832	PS50096;PS51456;PS51757;
O94842	PS50118;
O94850	
O94851	PS51848;PS50021;PS00478;PS50023;
O94855	
O94856	PS50853;PS50835;
O94864	
O94868	PS51741;PS50002;
O94874	
O94875	PS50002;PS50831;
O94876	
O94880	PS51805;PS01359;PS50016;
O94885	PS50105;PS50002;
O94886	
O94887	PS50010;PS00660;PS50057;PS50003;
O94888	PS50033;
O94898	PS50835;PS51450;
O94900	PS50118;
O94901	PS51469;
O94905	
O94906	
O94907	
O94910	PS00650;PS50227;PS50261;PS50221;PS51132;PS50228;
O94911	PS00211;PS50893;
O94913	PS51391;
O94915	
O94916	PS50254;
O94919	
O94921	PS00107;PS50011;PS00108;
O94923	
O94925	PS50297;PS50088;
O94927	
O94929	PS51089;PS00478;PS50023;
O94933	
O94941	PS51698;PS00518;PS50089;
O94953	PS51805;PS51184;PS51183;
O94955	PS50097;
O94956	PS51465;
O94964	
O94966	PS51203;PS00972;PS00973;PS50235;PS01360;PS50865;
O94967	PS50897;PS50896;PS00678;PS50082;PS50294;
O94972	PS50144;PS50119;PS50089;
O94973	
O94979	PS50082;PS50294;
O94983	PS50297;PS51437;PS50096;
O94985	PS50268;
O94986	
O94989	PS50010;
O94991	PS51450;
O94992	
O94993	PS50118;
O95045	PS01232;
O95047	PS50262;
O95049	PS50052;PS50106;PS50002;
O95050	PS01100;PS51681;
O95057	PS51421;
O95059	
O95067	PS00292;
O95069	
O95070	
O95071	PS50237;PS51309;PS51157;
O95072	
O95073	
O95096	PS00027;PS50071;
O95104	PS51391;PS50102;
O95125	PS50805;PS50804;PS00028;PS50157;
O95136	PS00237;PS50262;
O95139	
O95140	PS51718;
O95147	PS00383;PS50056;PS50054;
O95149	PS51214;
O95150	PS50049;
O95153	PS50853;PS50002;
O95154	
O95155	PS51698;
O95159	
O95163	
O95166	
O95167	
O95168	
O95169	
O95171	PS00478;PS50023;
O95180	
O95182	
O95183	PS00417;PS50892;
O95185	PS50835;PS50092;PS51145;
O95196	
O95197	PS50845;
O95198	PS50097;
O95201	PS50805;PS00028;PS50157;
O95202	PS00018;PS50222;PS51758;
O95206	PS00232;PS50268;
O95208	PS50942;PS50330;
O95210	PS51166;
O95214	
O95218	PS01358;PS50199;
O95219	PS50195;
O95229	
O95231	PS00027;PS50071;
O95232	
O95235	PS00411;PS50067;
O95236	
O95237	PS51934;
O95238	PS00345;PS00346;PS50061;PS51433;
O95239	PS00411;PS50067;
O95243	PS50982;
O95248	PS50211;PS50003;PS51339;
O95249	
O95251	PS51726;PS51802;
O95255	PS50929;PS00211;PS50893;
O95256	PS50835;PS50104;
O95257	
O95258	PS50920;
O95259	PS50042;PS50113;PS50112;
O95263	PS50112;PS00126;PS51845;
O95264	
O95267	PS00018;PS50222;PS50009;PS50212;PS00479;PS50081;
O95271	PS50297;PS50088;PS51059;PS50105;
O95273	
O95274	
O95278	PS51166;PS00383;PS50056;PS50054;
O95279	
O95292	PS50202;
O95294	PS50004;PS50003;PS00509;PS50018;PS51113;
O95295	
O95297	PS50835;
O95298	
O95299	
O95302	PS00018;PS50222;PS00014;PS50059;
O95319	PS50102;
O95340	
O95342	PS50929;PS00211;PS50893;
O95343	PS50071;
O95347	
O95352	
O95359	
O95361	PS50188;PS50119;
O95363	PS50862;PS51447;
O95365	PS50097;PS00028;PS50157;
O95372	
O95373	PS50166;
O95376	PS51873;PS00518;PS50089;
O95377	PS00407;PS00408;
O95379	
O95382	PS00107;PS50011;PS00108;
O95388	PS01185;PS01225;PS00222;PS51323;PS50092;PS01208;PS50184;
O95389	PS01225;PS00222;PS51323;PS50092;
O95390	PS00250;PS51362;
O95391	
O95393	PS00250;PS51362;
O95394	PS00710;
O95395	
O95396	PS50206;
O95398	PS50042;PS50186;PS00720;PS50009;PS50212;
O95399	PS00984;
O95400	PS50829;
O95402	PS51319;
O95405	PS50178;
O95406	PS01340;
O95407	PS00652;PS50050;
O95409	PS00028;PS50157;
O95415	
O95416	PS50118;
O95425	PS51089;
O95427	
O95428	PS00280;PS50279;PS50835;PS50900;PS50092;
O95429	PS51035;
O95433	
O95436	
O95445	
O95447	
O95450	PS50215;PS50900;PS50092;
O95452	PS00407;PS00408;
O95453	PS51061;
O95456	
O95460	PS00010;PS01186;PS50026;PS50234;
O95461	
O95466	PS51231;PS51444;PS51232;
O95467	
O95470	
O95471	PS01346;
O95475	PS50071;
O95476	PS50969;
O95477	PS00211;PS50893;
O95479	PS00069;
O95484	PS01346;
O95486	
O95487	
O95490	PS00650;PS50227;PS50261;PS50221;PS51132;PS50228;
O95497	PS50263;
O95498	PS50263;
O95500	PS01346;
O95503	PS00598;PS50013;
O95528	PS50850;PS00216;
O95544	
O95551	
O95562	
O95563	
O95568	
O95571	
O95573	PS00455;
O95600	PS00028;PS50157;
O95602	
O95613	
O95619	PS51037;
O95622	PS00452;PS50125;
O95628	PS50102;PS50103;PS50089;
O95630	PS50249;
O95631	PS00022;PS01248;PS50027;PS51117;PS50189;
O95633	PS51465;PS51364;
O95639	PS50103;PS50158;
O95644	PS50254;
O95670	
O95671	PS51683;
O95672	PS51885;PS00142;
O95674	PS01315;
O95677	
O95678	PS00226;PS51842;
O95684	PS50896;
O95696	PS00633;PS50014;PS51805;PS50812;PS01359;PS50016;
O95704	PS01179;PS01159;PS50020;
O95707	
O95711	
O95714	PS50255;PS51284;PS50237;PS51416;PS00626;PS50012;PS01357;PS50135;
O95715	
O95716	PS51419;
O95718	PS51843;PS00031;PS51030;
O95721	PS50192;
O95727	PS50835;
O95741	PS50004;PS50234;
O95747	PS00107;PS50011;
O95749	PS00723;PS00444;
O95750	PS00247;
O95751	
O95754	PS51004;
O95758	PS50102;
O95760	
O95772	PS51439;
O95777	PS52002;
O95782	
O95785	PS00028;PS50157;
O95786	PS51192;PS51194;PS51789;
O95789	
O95793	PS50137;
O95801	PS50293;
O95803	
O95807	
O95810	
O95813	PS01225;
O95816	PS51035;
O95817	PS51035;PS01159;PS50020;
O95819	PS50219;PS00107;PS50011;PS00108;
O95822	
O95831	
O95832	PS01346;
O95833	PS50405;PS50404;
O95834	PS50082;PS50294;
O95835	PS51285;PS50011;PS00108;PS50030;
O95837	PS51882;
O95843	PS00018;PS50222;
O95847	PS50920;
O95848	PS51462;
O95858	
O95859	PS00421;
O95861	PS00629;PS00630;
O95863	PS00028;PS50157;
O95864	PS50255;
O95865	
O95866	
O95867	
O95868	
O95870	
O95872	PS50297;PS50174;
O95876	
O95881	PS00194;PS51352;
O95886	
O95897	PS51132;
O95900	
O95905	
O95907	PS50850;
O95922	PS51221;
O95925	PS00280;PS50279;PS51390;
O95926	
O95931	PS00598;PS50013;
O95932	PS00547;
O95935	PS01283;PS01264;PS50252;
O95936	PS01283;PS01264;PS50252;
O95944	PS50835;
O95947	PS01283;PS01264;PS50252;
O95948	PS51042;PS50071;
O95954	
O95967	PS00010;PS01186;PS50026;PS01187;
O95968	PS51311;
O95970	PS50912;
O95971	
O95972	PS00250;PS51362;
O95977	PS50262;
O95980	PS00282;PS51465;
O95983	PS50982;
O95985	PS00396;PS50880;
O95988	
O95989	PS51462;PS00893;
O95990	
O95992	
O95994	
O95995	
O95996	
O95997	
O95998	PS50835;
O95999	PS50209;
O96000	
O96004	PS50888;
O96005	
O96006	PS50808;
O96007	
O96008	
O96009	PS00141;PS51767;
O96011	
O96013	PS50108;PS00107;PS50011;
O96014	PS00246;
O96015	
O96017	PS50006;PS50011;PS00108;
O96018	PS50106;PS01179;
O96019	PS00432;
O96020	PS00292;
O96024	
O96028	PS51215;PS50118;PS50868;PS50812;PS50280;PS01359;PS50016;
O96033	
O97980	
P00156	PS51003;PS51002;
P00167	PS00191;PS50255;
P00325	PS00059;
P00326	PS00059;
P00338	PS00064;
P00352	PS00070;PS00687;
P00367	PS00074;
P00374	PS00075;PS51330;
P00387	PS51384;
P00390	PS00076;
P00395	PS50855;PS00077;
P00403	PS00078;PS50857;PS50999;
P00414	PS50253;
P00439	PS51671;PS00367;PS51410;
P00441	PS00087;PS00332;
P00450	PS00079;PS00080;
P00451	PS01285;PS01286;PS50022;PS00079;
P00480	PS00097;
P00488	PS00547;
P00491	PS01240;
P00492	PS00103;
P00505	PS00105;
P00519	PS00107;PS50011;PS00109;PS50001;PS50002;
P00533	PS00107;PS50011;PS00109;
P00540	PS00107;PS50011;PS00108;
P00558	PS00111;
P00568	PS00113;
P00709	PS00128;PS51348;
P00734	PS00011;PS50998;PS00021;PS50070;PS50240;PS00134;PS00135;
P00736	PS00010;PS01180;PS01186;PS01187;PS50923;PS50240;PS00135;
P00738	PS50923;PS50240;
P00739	PS50240;
P00740	PS00010;PS00022;PS01186;PS50026;PS01187;PS00011;PS50998;PS50240;PS00134;PS00135;
P00742	PS00010;PS00022;PS01186;PS50026;PS01187;PS00011;PS50998;PS50240;PS00134;PS00135;
P00746	PS50240;PS00134;PS00135;
P00747	PS00021;PS50070;PS50948;PS50240;PS00134;PS00135;
P00748	PS00022;PS01186;PS50026;PS01253;PS51091;PS00023;PS51092;PS00021;PS50070;PS50240;PS00134;PS00135;
P00749	PS00022;PS50026;PS00021;PS50070;PS50240;PS00134;PS00135;
P00750	PS00022;PS01186;PS50026;PS01253;PS51091;PS00021;PS50070;PS50240;PS00134;PS00135;
P00751	PS50923;PS50240;PS00134;PS00135;PS50234;
P00797	PS00141;PS51767;
P00813	PS00485;
P00846	PS00449;
P00915	PS00162;PS51144;
P00918	PS00162;PS51144;
P00966	PS00564;PS00565;
P00973	PS00832;PS00833;PS50152;
P00995	PS00282;PS51465;
P01008	PS00284;
P01009	PS00284;
P01011	PS00284;
P01019	PS00284;
P01023	PS00477;
P01024	PS00477;PS01177;PS01178;PS50189;
P01031	PS01177;PS01178;PS50189;
P01033	PS50189;PS00288;
P01034	PS00287;
P01036	PS00287;
P01037	PS00287;
P01040	PS00287;
P01042	PS00287;PS51647;
P01100	PS50217;PS00036;
P01106	PS50888;
P01111	PS51421;
P01112	PS51421;
P01116	PS51421;
P01127	PS00249;PS50278;
P01130	PS00010;PS01186;PS50026;PS01187;PS01209;PS50068;PS51120;
P01133	PS00010;PS00022;PS01186;PS50026;PS01187;PS51120;
P01135	PS00022;PS01186;PS50026;
P01137	PS00250;PS51362;
P01138	PS00248;PS50270;
P01148	PS00473;
P01160	PS00263;
P01178	PS00264;
P01185	PS00264;
P01189	
P01210	PS01252;
P01213	PS01252;
P01215	PS00779;PS00780;PS50277;
P01222	PS00261;PS00689;
P01225	PS00261;PS00689;
P01229	PS00261;PS00689;
P01236	PS00266;PS00338;
P01241	PS00266;PS00338;
P01242	PS00266;PS00338;
P01258	PS00258;
P01266	PS00941;PS00484;PS51162;
P01270	PS00335;
P01275	PS00260;
P01282	PS00260;
P01286	PS00260;
P01298	PS00265;PS50276;
P01303	PS00265;PS50276;
P01308	PS00262;
P01344	PS00262;
P01350	PS00259;
P01374	PS00251;PS50049;
P01375	PS00251;PS50049;
P01562	PS00252;
P01563	PS00252;
P01566	PS00252;
P01567	PS00252;
P01568	PS00252;
P01569	PS00252;
P01570	PS00252;
P01571	PS00252;
P01574	PS00252;
P01579	
P01583	PS00253;
P01584	PS00253;
P01588	PS00817;
P01589	PS50923;
P01591	
P01593	PS50835;
P01594	PS50835;
P01597	PS50835;
P01599	PS50835;
P01602	PS50835;
P01611	PS50835;
P01615	PS50835;
P01619	PS50835;
P01699	PS50835;
P01700	PS50835;
P01701	PS50835;
P01704	PS50835;
P01705	PS50835;
P01706	PS50835;
P01709	PS50835;
P01721	PS50835;
P01730	PS50835;
P01732	PS50835;
P01742	PS50835;
P01764	PS50835;
P01768	PS50835;
P01772	PS50835;
P01814	PS50835;
P01833	PS50835;
P01834	PS50835;PS00290;
P01848	
P01850	PS50835;
P01854	PS50835;PS00290;
P01857	PS50835;PS00290;
P01859	PS50835;PS00290;
P01860	PS50835;PS00290;
P01861	PS50835;PS00290;
P01871	PS50835;PS00290;
P01876	PS50835;PS00290;
P01877	PS50835;PS00290;
P01880	PS50835;PS00290;
P01889	PS50835;PS00290;
P01893	PS50835;PS00290;
P01903	PS50835;PS00290;
P01906	PS50835;PS00290;
P01909	PS50835;PS00290;
P01911	PS50835;PS00290;
P01920	PS50835;PS00290;
P02008	PS01033;
P02042	PS01033;
P02100	PS01033;
P02144	PS01033;
P02452	PS51461;PS01208;PS50184;
P02458	PS51461;PS01208;PS50184;
P02461	PS51461;PS01208;PS50184;
P02462	PS51403;
P02489	PS01031;
P02511	PS01031;
P02533	PS00226;PS51842;
P02538	PS00226;PS51842;
P02545	PS00226;PS51842;PS51841;
P02549	PS50222;PS50002;
P02585	PS00018;PS50222;
P02647	
P02649	
P02652	
P02654	
P02655	
P02656	
P02671	PS00514;PS51406;
P02675	PS00514;PS51406;
P02679	PS00514;PS51406;
P02686	PS00569;
P02689	PS00214;
P02708	PS00236;
P02724	PS00312;
P02730	PS00219;PS00220;
P02741	PS00289;PS51828;
P02743	PS00289;PS51828;
P02745	PS50871;
P02746	PS50871;
P02747	PS50871;
P02748	PS00022;PS01186;PS01209;PS50068;PS00279;PS51412;PS50092;
P02749	PS50923;
P02750	PS51450;
P02751	PS00022;PS01253;PS51091;PS00023;PS51092;PS50853;
P02753	PS00213;
P02760	PS00280;PS50279;PS00213;
P02763	
P02765	PS51529;PS01254;PS01255;
P02766	PS00768;PS00769;
P02768	PS00212;PS51438;
P02771	PS00212;PS51438;
P02774	PS00212;PS51438;
P02775	PS00471;
P02776	PS00471;
P02778	PS00471;
P02786	
P02787	PS00205;PS00206;PS00207;PS51408;
P02788	PS00205;PS00206;PS00207;PS51408;
P02790	PS00024;PS51642;
P02792	PS00540;PS00204;PS50905;
P02794	PS00540;PS00204;PS50905;
P02795	PS00203;
P02808	
P02810	
P02812	
P02814	
P02818	PS00011;PS50998;
P03372	PS51843;PS00031;PS51030;
P03886	PS00667;PS00668;
P03891	
P03897	
P03905	
P03915	
P03923	
P03928	
P03950	PS00127;
P03951	PS00495;PS50948;PS50240;PS00134;PS00135;
P03952	PS00495;PS50948;PS50240;PS00134;PS00135;
P03956	PS00546;PS00024;PS51642;PS00142;
P03971	PS00250;PS51362;
P03973	PS51390;
P03999	PS00237;PS50262;PS00238;
P04000	PS00237;PS50262;PS00238;
P04001	PS00237;PS50262;PS00238;
P04003	PS50923;
P04004	PS00024;PS51642;PS00524;PS50958;
P04035	PS00066;PS00318;PS01192;PS50065;PS50156;
P04040	PS00437;PS00438;PS51402;
P04049	PS00107;PS50011;PS00108;PS50898;PS00479;PS50081;
P04053	PS50172;PS00522;
P04054	PS00119;PS00118;
P04062	
P04066	PS00385;
P04070	PS00010;PS00022;PS01186;PS50026;PS01187;PS00011;PS50998;PS50240;PS00134;PS00135;
P04075	PS00158;
P04080	PS00287;
P04083	PS00223;PS51897;
P04085	PS00249;PS50278;
P04090	PS00262;
P04114	PS51211;
P04118	PS00121;PS51342;
P04141	PS00702;
P04150	PS51843;PS00031;PS51030;
P04155	PS00025;PS51448;
P04156	PS00291;PS00706;
P04179	PS00088;
P04180	PS00120;
P04181	PS00600;
P04183	PS00603;
P04196	
P04198	PS50888;
P04201	PS00237;PS50262;
P04216	PS50835;
P04217	PS50835;
P04233	PS00484;PS51162;
P04234	PS51055;
P04259	PS00226;PS51842;
P04264	PS00226;PS51842;
P04271	PS00018;PS50222;PS00303;
P04275	PS01185;PS01225;PS50234;PS01208;PS50184;PS51233;
P04278	PS50025;
P04279	
P04280	
P04350	PS00227;PS00228;
P04406	PS00071;
P04424	PS00163;
P04439	PS50835;PS00290;
P04440	PS50835;PS00290;
P04553	PS00048;
P04554	
P04626	PS00107;PS50011;PS00109;
P04628	PS00246;
P04629	PS50835;PS00107;PS50011;PS00109;PS00239;
P04632	PS00018;PS50222;
P04637	PS00348;
P04731	PS00203;
P04732	PS00203;
P04733	PS00203;
P04746	
P04792	PS01031;
P04798	PS00086;
P04818	PS00091;
P04839	PS51384;
P04843	
P04844	
P04899	PS51882;
P04908	PS00046;
P04920	PS00219;PS00220;
P04921	
P05000	PS00252;
P05013	PS00252;
P05014	PS00252;
P05019	PS00262;
P05023	PS00154;
P05026	PS00390;PS00391;
P05060	PS00422;PS00423;
P05062	PS00158;
P05067	PS00319;PS51869;PS51870;PS00320;PS00280;PS50279;
P05089	PS01053;PS51409;
P05090	PS00213;
P05091	PS00070;PS00687;
P05093	PS00086;
P05106	PS00022;PS01186;PS00243;
P05107	PS00022;PS01186;PS00243;
P05108	PS00086;
P05109	PS00018;PS50222;PS00303;
P05111	PS00250;PS51362;
P05112	PS00838;
P05113	
P05114	PS00355;
P05120	PS00284;
P05121	PS00284;
P05129	PS51285;PS50004;PS00107;PS50011;PS00108;PS00479;PS50081;
P05141	PS50920;
P05154	PS00284;
P05155	PS00284;
P05156	PS51465;PS01209;PS50068;PS50287;PS50240;PS00134;PS00135;
P05160	PS50923;
P05161	PS50053;
P05162	PS51304;
P05164	PS00435;PS50292;
P05165	PS50975;PS50979;PS00188;PS50968;PS00866;PS00867;
P05166	PS50989;PS50980;
P05177	PS00086;
P05181	PS00086;
P05186	PS00123;
P05187	PS00123;
P05198	PS50126;
P05204	PS00355;
P05230	PS00247;
P05231	PS00254;
P05305	PS00270;
P05362	
P05386	
P05387	
P05388	
P05408	
P05412	PS50217;PS00036;
P05413	PS00214;
P05423	
P05451	PS00615;PS50041;
P05452	PS00615;PS50041;
P05455	PS50961;PS50102;PS51939;
P05496	PS00605;
P05538	PS50835;PS00290;
P05543	PS00284;
P05546	PS00284;
P05549	
P05556	PS00022;PS00243;
P05771	PS51285;PS50004;PS00107;PS50011;PS00108;PS00479;PS50081;
P05783	PS00226;PS51842;
P05787	PS00226;PS51842;
P05813	PS50915;
P05814	PS00306;
P05937	PS00018;PS50222;
P05976	PS50222;
P05981	PS50240;PS00134;PS00135;
P05997	PS51461;PS01208;PS50184;
P06028	PS00312;
P06126	PS50835;
P06127	PS50287;
P06132	PS00906;PS00907;
P06133	PS00375;
P06213	PS50853;PS00107;PS50011;PS00109;PS00239;
P06239	PS00107;PS50011;PS00109;PS50001;PS50002;
P06241	PS00107;PS50011;PS00109;PS50001;PS50002;
P06276	PS00122;PS00941;
P06280	PS00512;
P06307	PS00259;
P06312	PS50835;
P06340	PS50835;PS00290;
P06396	
P06400	
P06401	PS51843;PS00031;PS51030;
P06454	
P06493	PS00107;PS50011;PS00108;
P06576	PS00152;
P06681	PS50923;PS50240;PS00134;PS00135;PS50234;
P06702	PS00018;PS50222;PS00303;
P06703	PS00018;PS50222;PS00303;
P06727	
P06729	
P06730	PS00813;
P06731	PS50835;
P06732	PS00112;PS51510;PS51509;
P06733	PS00164;
P06734	PS00615;PS50041;
P06737	PS00102;
P06744	PS00765;PS00174;PS51463;
P06746	PS00522;
P06748	
P06753	PS00326;
P06756	PS51470;PS00242;
P06850	PS00511;
P06858	PS00120;PS50095;
P06865	
P06870	PS50240;PS00134;PS00135;
